VU NGUYEN,Acupuncturists,Pg1-24,VU NGUYEN,(954) 239-3628,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970000036389,Link,970000036389,Lapsed,02/19/1997,02/19/2002,02/09/2026,970000036389,0,0,,1,"VU NGUYEN MD
5616 GRAND BLVD #C
NEW PORT RICHEY, FL 34652",[],1,6826390,,https://floridaucc.com/search?text=VU%20NGUYEN&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
ACUMED USA,Acupuncturists,Pg2-5,ACUMED USA,(954) 239-3628,http://acumedusa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202003828557,Link,202003828557,Filed,08/02/2020,08/02/2030,02/09/2026,202003828557,1,0,,1,"ACUMED  USA, P.A.
8994 TAFT STREET
PEMBROKE PINES, FL 33024",[],1,140025,,https://floridaucc.com/search?text=ACUMED%20USA&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
STIRLING SPINAL,Acupuncturists,Pg2-9,STIRLING SPINAL,(954) 392-7700,http://stirlingspine.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201900447353,Link,201900447353,Lapsed,12/20/2019,12/20/2024,02/09/2026,201900447353,1,0,,1,"STIRLING SPINAL HEALTH AND WELLNESS, PA
9710 STIRLING RD STE 112
COOPER CITY, FL 33024-0000",[],1,6150661,,https://floridaucc.com/search?text=STIRLING%20SPINAL&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
FLORIDA COMPLETE WELLNESS,Acupuncturists,Pg2-15,FLORIDA COMPLETE WELLNESS,(954) 765-6505,http://floridacompletewellness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202203828437,Link,202203828437,Filed,12/06/2022,12/06/2027,02/09/2026,202203828437,0,0,,1,"FLORIDA COMPLETE WELLNESS, INC.
3408 WEST 84TH ST STE 309
HIALEAH GARDENS, FL 33018",[],1,2302392,,https://floridaucc.com/search?text=FLORIDA%20COMPLETE%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
FAMILY ACUPUNCTURE,Acupuncturists,Pg2-22,FAMILY ACUPUNCTURE,(954) 895-4849,https://www.familyacupuncture.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202001773038,Link,202001773038,Filed,05/27/2020,05/27/2030,02/09/2026,202001773038,1,0,,1,"FAMILY ACUPUNCTURE
1968 OCALA RD
NORTH PALM BEACH, FL 333408",[],1,2173314,,https://floridaucc.com/search?text=FAMILY%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
CHEBERE APPETITE INC,Acupuncturists,Pg3-4,CHEBERE APPETITE INC,(305) 454-1900,https://www.sergioscatering.com/food-and-restaurants-about-us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202300792123,Link,202300792123,Filed,03/23/2023,03/23/2028,02/09/2026,202300792123,0,0,,1,"CHEBERE APPETITE, INC
4720 NW 167TH ST
MIAMI LAKES, FL 33014",[],5,1269353,,https://floridaucc.com/search?text=CHEBERE%20APPETITE%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
JOINT REGENERATION INSTITUTE INC,Acupuncturists,Pg3-5,JOINT REGENERATION INSTITUTE INC,(954) 367-5648,http://jointregenerationinstituteinc.localsearch.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202108280784,Link,202108280784,Filed,8/30/2021,8/30/2026,02/09/2026,202108280784,0,0,,1,"JOINT REGENERATION INSTITUTE, INC.
15086 SW 22ND ST STE 100
MIRAMAR, FL 33027",[],1,3403658,,https://floridaucc.com/search?text=JOINT%20REGENERATION%20INSTITUTE%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
FLORIDA COMPLETE WELLNESS,Acupuncturists,Pg3-20,FLORIDA COMPLETE WELLNESS,(954) 765-6505,https://floridacompletewellness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202203828437,Link,202203828437,Filed,12/06/2022,12/06/2027,02/09/2026,202203828437,0,0,,1,"FLORIDA COMPLETE WELLNESS, INC.
3408 WEST 84TH ST STE 309
HIALEAH GARDENS, FL 33018",[],1,2302392,,https://floridaucc.com/search?text=FLORIDA%20COMPLETE%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
EASTERN ACUPUNCTURE AND WELLNESS,Acupuncturists,Pg3-23,EASTERN ACUPUNCTURE AND WELLNESS,(954) 400-5504,http://easternacupunctureandwellness.localsearch.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250465375X,Link,20250465375X,Filed,12/11/2025,12/11/2030,02/09/2026,20250465375X,0,0,,1,"EASTERN ACUPUNCTURE AND WELLNESS LLC
13224 W BROWARD BLVD
PLANTATION, FL 33325",[],2,1989205,,https://floridaucc.com/search?text=EASTERN%20ACUPUNCTURE%20AND%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
GLOBAL TCM,Acupuncturists,Pg3-25,GLOBAL TCM,(954) 647-5539,http://www.globaltcm.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202002392011,Link,202002392011,Filed,06/18/2020,06/18/2030,02/09/2026,202002392011,1,0,,1,"GLOBAL TCM, LLC
7730 PETERS RD
PLANTATION, FL 33324",[],1,2596816,,https://floridaucc.com/search?text=GLOBAL%20TCM&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
VIDA CHIROPRACTIC MIAMI,Acupuncturists,Pg3-30,VIDA CHIROPRACTIC MIAMI,(305) 603-8408,https://www.vidachiropracticmiami.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202500635889,Link,202500635889,Filed,3/13/2025,3/13/2030,02/09/2026,202500635889,0,0,,3,"VIDA CHIROPRACTIC MIAMI, INC
3420 W. 84TH STREET, UNIT 102
HIALEAH, FL 33018

---

ALVAREZ MILAGROS
3420 W. 84TH STREET, UNIT 102
HIALEAH, FL 33018

---

GONZALEZ DELGADO DANAY SUSANA
3420 W. 84TH STREET, UNIT 102
HIALEAH, FL 33018",[],2,6786308,,https://floridaucc.com/search?text=VIDA%20CHIROPRACTIC%20MIAMI&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"ACUHEALTH, LLC",Acupuncturists,Pg4-3,"ACUHEALTH, LLC",(305) 336-3370,http://acuhealthllc.localsearch.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202004874706,Link,202004874706,Lapsed,09/28/2020,09/28/2025,02/09/2026,202004874706,0,0,,2,"ACUHEALTH SOLUTIONS LLC
777 BRICKELL AVE, SUITE 500
MIAMI, FL 33131

---

E & L HEALTH SERVICES INC.
8500 SW 8 STREET, SUITE 260
MIAMI, FL 33144",[],1,139979,,https://floridaucc.com/search?text=ACUHEALTH%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
NATURAL SOLUTIONS CHIROPRACTIC,Acupuncturists,Pg4-6,NATURAL SOLUTIONS CHIROPRACTIC,(954) 217-0234,https://nschiropractic.com/contact.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201104906404,Link,201104906404,Lapsed,07/06/2011,07/06/2016,02/09/2026,201104906404,0,0,,2,"NATURAL SOLUTIONS CHIROPRACTIC, INC.
1415 SAINT GABRIEL LANE #3706
WESTON, FL 33331

---

RENSLOW BRETT
1415 SAINT GABRIEL LANE #3706
WESTON, FL 33331",[],1,4549449,,https://floridaucc.com/search?text=NATURAL%20SOLUTIONS%20CHIROPRACTIC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
EASTERN ACUPUNCTURE AND WELLNESS,Acupuncturists,Pg4-9,EASTERN ACUPUNCTURE AND WELLNESS,(954) 400-5504,http://e-acuwell.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250465375X,Link,20250465375X,Filed,12/11/2025,12/11/2030,02/09/2026,20250465375X,0,0,,1,"EASTERN ACUPUNCTURE AND WELLNESS LLC
13224 W BROWARD BLVD
PLANTATION, FL 33325",[],2,1989205,,https://floridaucc.com/search?text=EASTERN%20ACUPUNCTURE%20AND%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
ADVANCED ACUPUNCTURE,Acupuncturists,Pg4-15,ADVANCED ACUPUNCTURE,(954) 987-6988,https://www.advancedalternativecare.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201804432294,Link,201804432294,Lapsed,03/12/2018,03/12/2023,02/09/2026,201804432294,0,0,,1,"ADVANCED ACUPUNCTURE, INC.
3301 JOHNSON STREET
HOLLYWOOD, FL 33021",[],1,161422,,https://floridaucc.com/search?text=ADVANCED%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
GRAND MANTIS ACUPUNCTURE,Acupuncturists,Pg4-25,GRAND MANTIS ACUPUNCTURE,(954) 929-9939,http://grandmantisacupuncture.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202003303977,Link,202003303977,Filed,07/10/2020,07/10/2030,02/09/2026,202003303977,1,0,,1,"GRAND MANTIS ACUPUNCTURE PA
1412 SOUTH 2OTH AVE
HOLLYWOOD, FL 33020",[],1,2675886,,https://floridaucc.com/search?text=GRAND%20MANTIS%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
OPTIMUM HEALTH ACUPUNCTURE,Acupuncturists,Pg5-4,OPTIMUM HEALTH ACUPUNCTURE,(754) 263-7870,http://optimumhealthacupuncture.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202004260996,Link,202004260996,Filed,08/14/2020,08/14/2030,02/09/2026,202004260996,1,0,,1,"OPTIMUM HEALTH ACUPUNCTURE INC
501 GOLDEN ISLE DRIVE SUITE 201-E
HALLANDALE BEACH, FL 33009",[],1,4742765,,https://floridaucc.com/search?text=OPTIMUM%20HEALTH%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
FLORIDA COMPLETE WELLNESS,Acupuncturists,Pg5-12,FLORIDA COMPLETE WELLNESS,(954) 241-0271,http://floridacompletewellness453203019.localsearch.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202203828437,Link,202203828437,Filed,12/06/2022,12/06/2027,02/09/2026,202203828437,0,0,,1,"FLORIDA COMPLETE WELLNESS, INC.
3408 WEST 84TH ST STE 309
HIALEAH GARDENS, FL 33018",[],1,2302392,,https://floridaucc.com/search?text=FLORIDA%20COMPLETE%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
GARGANO THERAPEUTICS,Acupuncturists,Pg5-13,GARGANO THERAPEUTICS,(954) 962-7727,http://garganotherapeuticsfl.localsearch.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201308981579,Link,201308981579,Lapsed,05/08/2013,05/08/2023,02/09/2026,201308981579,2,0,,2,"SLG
3475 SHERIDAN STREET #215E
HOLLYWOOD, FL 33021

---

GARGANO THERAPEUTICS, LLC
3475 SHERIDAN STREET #215E
HOLLYWOOD, FL 33021",[],2,2494067,,https://floridaucc.com/search?text=GARGANO%20THERAPEUTICS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
TAO HOUSE,Acupuncturists,Pg5-16,TAO HOUSE,(954) 454-5559,http://www.tao-house.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202402474554,Link,202402474554,Filed,09/18/2024,09/18/2029,02/09/2026,202402474554,0,0,,1,"TAO HOUSE INC.
2901 STIRLING RD #305
FORT LAUDERDALE, FL 33312",[],1,6319292,,https://floridaucc.com/search?text=TAO%20HOUSE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
PALM HOLISTIC HEALTHCARE CENTER,Acupuncturists,Pg5-17,PALM HOLISTIC HEALTHCARE CENTER,(305) 919-7877,http://palmholistichealthcarecenter.localsearch.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201401764507,Link,201401764507,Lapsed,07/07/2014,07/07/2024,02/09/2026,201401764507,1,0,,1,"PALM HOLISTIC HEALTHCARE CENTER, LLC
1177 GEORGE BUSH BOULEVARD
DELRAY BEACH, FL 33483",[],1,4826851,,https://floridaucc.com/search?text=PALM%20HOLISTIC%20HEALTHCARE%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
BROWARD FAMILY ACUPUNCTURE,Acupuncturists,Pg6-15,BROWARD FAMILY ACUPUNCTURE,(754) 777-0015,https://www.calmacarebyyohi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200470956X,Link,20200470956X,Lapsed,09/11/2020,09/11/2025,02/09/2026,20200470956X,1,0,,1,"BROWARD FAMILY ACUPUNCTURE 
1221 NW 99TH TERRACE 
PEMBROKE PINES, FL 33024",[],1,944383,,https://floridaucc.com/search?text=BROWARD%20FAMILY%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
TEVA WELLNESS INC,Acupuncturists,Pg6-18,TEVA WELLNESS INC,(954) 391-8521,https://www.tevawellness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202002139979,Link,202002139979,Filed,06/09/2020,06/09/2030,02/09/2026,202002139979,1,0,,1,"TEVA WELLNESS INC
3201 GRIFFIN ROAD SUITE 104
FORT LAUDERDALE, FL 33312",[],1,6372351,,https://floridaucc.com/search?text=TEVA%20WELLNESS%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
ACUPUNCTURE CENTER FOR WELLNESS,Acupuncturists,Pg7-7,ACUPUNCTURE CENTER FOR WELLNESS,(305) 940-7763,http://www.acupuncturemiami.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202003796833,Link,202003796833,Lapsed,08/01/2020,08/01/2025,02/09/2026,202003796833,0,0,,1,"ACUPUNCTURE CENTER FOR WELLNESS, INC
7550 SW 57 AVE. SUITE #116
MIAMI, FL 33143",[],1,140250,,https://floridaucc.com/search?text=ACUPUNCTURE%20CENTER%20FOR%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
MY LONG LIFE ACUPUNCTURE,Acupuncturists,Pg7-11,MY LONG LIFE ACUPUNCTURE,(305) 891-2888,https://longlifeacu.com/contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202504508938,Link,202504508938,Filed,12/01/2025,12/01/2030,02/09/2026,202504508938,0,0,,1,"MY LONG LIFE ACUPUNCTURE LLC
1624 SW 5TH CT
FORT LAUDERDALE, FL 33312",[],1,4509419,,https://floridaucc.com/search?text=MY%20LONG%20LIFE%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
ACUPUNCTURE INC,Acupuncturists,Pg7-15,ACUPUNCTURE INC,(786) 320-5755,http://acupunctureandinfertility.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202002509202,Link,202002509202,Lapsed,06/27/2020,06/27/2025,02/09/2026,202002509202,0,0,,1,"ACUPUNCTURE JIANG INC
5130 LINTON BLVD E-3
DELRAY BEACHD, FL 33484",[],1,140252,,https://floridaucc.com/search?text=ACUPUNCTURE%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
QUANTUM THERAPEUTICS,Acupuncturists,Pg7-17,QUANTUM THERAPEUTICS,(305) 891-4114,http://quantumti.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202108358079,Link,202108358079,Filed,09/04/2021,09/04/2026,02/09/2026,202108358079,0,0,,1,"QUANTUM THERAPEUTICS
640 NE 124TH ST
NORTH MIAMI, FL 33161",[],1,5216873,,https://floridaucc.com/search?text=QUANTUM%20THERAPEUTICS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
MIA ACUPUNCTURE,Acupuncturists,Pg8-6,MIA ACUPUNCTURE,(305) 209-2606,https://www.miaacupuncture.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202503763136,Link,202503763136,Filed,09/30/2025,09/30/2030,02/09/2026,202503763136,0,0,,1,"MIA ACUPUNCTURE, LLC
2252 NE 123RD STREET
NORTH MIAMI, FL 33181",[],2,4287330,,https://floridaucc.com/search?text=MIA%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"HIGHPOINT HEALING AND WELLNESS, INC.",Acupuncturists,Pg8-12,"HIGHPOINT HEALING AND WELLNESS, INC.",(954) 390-0411,http://www.acupuncturefortlauderdale.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202001037927,Link,202001037927,Lapsed,03/04/2020,03/04/2025,02/09/2026,202001037927,0,0,,2,"HIGHPOINT HEALING AND WELLNESS, INC.
3500 NORTH STATE ROAD 7, SUITE 405
LAUDERDALE LAKES, FL 33319

---

PRIMORDIAL HERBS
3500 NORTH STATE ROAD 7, SUITE 405
LAUDERDALE LAKES, FL 33319",[],1,2992800,,https://floridaucc.com/search?text=HIGHPOINT%20HEALING%20AND%20WELLNESS%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
WHITE CRANE HEALING ARTS CENTER INC,Acupuncturists,Pg8-15,WHITE CRANE HEALING ARTS CENTER INC,(954) 366-4117,http://whitecranehealingartscenterinc.localsearch.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990000046473,Link,990000046473,Lapsed,03/02/1999,03/02/2004,02/09/2026,990000046473,1,0,,1,"WHITE CRANE HEALING ARTS CENTER INC
1234 NORTH UNIVERSITY DRIVE
PLANTATION, FL 33324",[],1,6967518,,https://floridaucc.com/search?text=WHITE%20CRANE%20HEALING%20ARTS%20CENTER%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
ASIAN ARTS OF BALANCE,Acupuncturists,Pg8-16,ASIAN ARTS OF BALANCE,(954) 366-4797,http://acupunctureray.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202003842800,Link,202003842800,Filed,08/02/2020,08/02/2030,02/09/2026,202003842800,1,0,,1,"ASIAN ARTS OF BALANCE INC.
900 N FEDERAL HWY  SUITE 110
BOCA RATON, FL 33432",[],1,447727,,https://floridaucc.com/search?text=ASIAN%20ARTS%20OF%20BALANCE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
HOLISTIC CARE,Acupuncturists,Pg9-6,HOLISTIC CARE,(786) 216-7894,https://www.holisticcaresolutions.com/contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202202663380,Link,202202663380,Filed,08/16/2022,08/16/2027,02/09/2026,202202663380,0,0,,3,"HOLISTIC CARE & WELLNESS LLC
6370 N STATE ROAD 7 119
COCONUT CREEK, FL 33073

---

GLAM R US MED SPA
6370 N STATE ROAD 7 119
COCONUT CREEK, FL 33073

---

JEAN LAURENT DIEUNA  
4424 NW 52ND ST
COCNUT CREEK, FL 33073",[],2,3033577,,https://floridaucc.com/search?text=HOLISTIC%20CARE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
ALTERNATIVE MEDICAL CENTER,Acupuncturists,Pg9-17,ALTERNATIVE MEDICAL CENTER,(954) 718-6023,http://yellowpages.com/tamarac-fl/mip/university-hospital-fax-lines-503147162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202002500221,Link,202002500221,Filed,06/27/2020,06/27/2030,02/09/2026,202002500221,1,0,,1,"ALTERNATIVE MEDICAL CENTER OF FLORIDA, INC.
7383 CORAL WAY
MIAMI, FL 33155",[],1,287105,,https://floridaucc.com/search?text=ALTERNATIVE%20MEDICAL%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"GALIPO, JANET",Acupuncturists,Pg9-20,"GALIPO, JANET",(305) 538-8998,http://www.janetgalipo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930000036644,Link,930000036644,Lapsed,2/19/1993,2/19/1998,02/09/2026,930000036644,0,0,,2,"GRAHAM MICHAEL
940 JEFFERSON AVE
MIAMI BEACH, FL 33139

---

GALIPO JANET
940 JEFFERSON AVE
MIAMI BEACH, FL 33139",[],3,2465478,,https://floridaucc.com/search?text=GALIPO%2C%20JANET&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
