NATURAL MEDICINE,(954) 525-4878,http://naturalmedicine.localsearch.com,Lapsed,04/11/2013,04/11/2018,https://floridaucc.com/search?text=NATURAL%20MEDICINE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ALTERNATIVE MEDICINE CENTER,(954) 318-0247,https://www.drgarysnyder.com,Filed,05/29/2020,05/29/2030,https://floridaucc.com/search?text=ALTERNATIVE%20MEDICINE%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
GLOBAL TCM,(954) 647-5531,http://globaltcm.localsearch.com,Filed,06/18/2020,06/18/2030,https://floridaucc.com/search?text=GLOBAL%20TCM&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
EASTERN ACUPUNCTURE AND WELLNESS,(954) 799-6213,https://www.eacuwell.com/locations,Filed,12/11/2025,12/11/2030,https://floridaucc.com/search?text=EASTERN%20ACUPUNCTURE%20AND%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
VIBRANT HEALTH CENTER,(954) 530-0125,http://www.acupuncture-fortlauderdale.com,Lapsed,09/21/2016,09/21/2021,https://floridaucc.com/search?text=VIBRANT%20HEALTH%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
MARCUS CHIROPRACTIC CENTER,(954) 566-3027,https://www.zocdoc.com/practice/marcus-chiropractic-center-21846?LocIdent=35659&amp;entity_id=pt_oTthJTvwdUe0pGAAFYMJ9x-lo_VH6J0sMwRESF_4BKMihSiR-entity&amp;hl=en-US&amp;gei=9d9tZ_2PHp21ptQPxKiWoAU&amp;rwg_token=AJKvS9WXsSxESBZI89sFAQp89ThtFMRh0zQ4o2nIAT2VGRmCSyOHJ00OjJceu62WVQVYUN1H5HB75gAvqLLL1vvcn6TS5ien6A,Lapsed,02/08/2001,02/08/2006,https://floridaucc.com/search?text=MARCUS%20CHIROPRACTIC%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
WELLNESS CENTER,(954) 675-5189,http://wellnessandacupuncture.com/contact-us,Filed,05/18/2023,05/18/2028,https://floridaucc.com/search?text=WELLNESS%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
PHYSICAL HEALTH COMPLEX,(954) 566-0444,http://physicalhealthcomplex.localsearch.com,Lapsed,05/18/1998,05/18/2003,https://floridaucc.com/search?text=PHYSICAL%20HEALTH%20COMPLEX&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
SPINE AND JOINT CENTER,(954) 561-0812,http://spineandjointcenterfortlauderdale.com,Lapsed,05/10/1999,05/10/2009,https://floridaucc.com/search?text=SPINE%20AND%20JOINT%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
TEVA WELLNESS INC,(954) 391-8521,https://www.tevawellness.com,Filed,06/09/2020,06/09/2030,https://floridaucc.com/search?text=TEVA%20WELLNESS%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
"HIGHPOINT HEALING AND WELLNESS, INC.",(954) 390-0411,http://www.acupuncturefortlauderdale.com,Lapsed,03/04/2020,03/04/2025,https://floridaucc.com/search?text=HIGHPOINT%20HEALING%20AND%20WELLNESS%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
BROWARD FAMILY ACUPUNCTURE,(754) 777-0015,https://www.calmacarebyyohi.com,Lapsed,09/11/2020,09/11/2025,https://floridaucc.com/search?text=BROWARD%20FAMILY%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
GLOBAL TCM,(954) 647-5539,http://www.globaltcm.com,Filed,06/18/2020,06/18/2030,https://floridaucc.com/search?text=GLOBAL%20TCM&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
SERENITY CENTER,(954) 772-4442,http://www.serenitycenter.com,Filed,11/17/2023,11/17/2028,https://floridaucc.com/search?text=SERENITY%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ADVANCED ACUPUNCTURE,(954) 987-6988,https://www.advancedalternativecare.com,Lapsed,03/12/2018,03/12/2023,https://floridaucc.com/search?text=ADVANCED%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
FAMILY ACUPUNCTURE,(954) 895-4849,https://www.familyacupuncture.com,Filed,05/27/2020,05/27/2030,https://floridaucc.com/search?text=FAMILY%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
GARGANO THERAPEUTICS,(954) 962-7727,http://garganotherapeuticsfl.localsearch.com,Lapsed,05/08/2013,05/08/2023,https://floridaucc.com/search?text=GARGANO%20THERAPEUTICS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
FLORIDA COMPLETE WELLNESS,(954) 241-0271,http://floridacompletewellness453203019.localsearch.com,Filed,12/06/2022,12/06/2027,https://floridaucc.com/search?text=FLORIDA%20COMPLETE%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
TAO HOUSE,(954) 454-5559,https://gorenwellness.com/privacy,Filed,09/18/2024,09/18/2029,https://floridaucc.com/search?text=TAO%20HOUSE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
COMMUNITY CHIROPRACTIC CENTER,(954) 370-7246,https://www.plantation-chiropractor.com,Lapsed,02/04/1991,02/04/1996,https://floridaucc.com/search?text=COMMUNITY%20CHIROPRACTIC%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
"HIGHPOINT HEALING AND WELLNESS, INC.",(954) 390-0411,http://www.highpointhealing.com,Lapsed,03/04/2020,03/04/2025,https://floridaucc.com/search?text=HIGHPOINT%20HEALING%20AND%20WELLNESS%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
GARGANO THERAPEUTICS,(954) 962-7727,http://garganotherapeutics.localsearch.com,Lapsed,05/08/2013,05/08/2023,https://floridaucc.com/search?text=GARGANO%20THERAPEUTICS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
EASTERN ACUPUNCTURE AND WELLNESS,(954) 400-5504,http://easternacupunctureandwellness.localsearch.com,Filed,12/11/2025,12/11/2030,https://floridaucc.com/search?text=EASTERN%20ACUPUNCTURE%20AND%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
WHITE CRANE HEALING ARTS CENTER INC,(954) 366-4117,http://whitecranehealingartscenterinc.localsearch.com,Lapsed,03/02/1999,03/02/2004,https://floridaucc.com/search?text=WHITE%20CRANE%20HEALING%20ARTS%20CENTER%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ASIAN ARTS OF BALANCE,(954) 366-4797,http://acupunctureray.com,Filed,08/02/2020,08/02/2030,https://floridaucc.com/search?text=ASIAN%20ARTS%20OF%20BALANCE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ALTERNATIVE MEDICAL CENTER,(954) 718-6023,http://yellowpages.com/tamarac-fl/mip/university-hospital-fax-lines-503147162,Filed,06/27/2020,06/27/2030,https://floridaucc.com/search?text=ALTERNATIVE%20MEDICAL%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ACUPUNCTURE,(954) 424-9755,http://www.acupunctureanswers.com,Filed,01/09/2023,01/09/2028,https://floridaucc.com/search?text=ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
FIVE ELEMENT WELLNESS CENTER,(954) 657-8342,http://www.5elementwellnesscenter.com,Filed,02/10/2021,02/10/2031,https://floridaucc.com/search?text=FIVE%20ELEMENT%20WELLNESS%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
GRAND MANTIS ACUPUNCTURE,(954) 929-9939,http://grandmantisacupuncture.com,Filed,07/10/2020,07/10/2030,https://floridaucc.com/search?text=GRAND%20MANTIS%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
"MARCUS SMITH ACUPUNCTURE, INC",(954) 907-1036,https://acupuncturistcoralsprings.com/page/location-and-office-hours,Filed,05/26/2020,05/26/2030,https://floridaucc.com/search?text=MARCUS%20SMITH%20ACUPUNCTURE%2C%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
OPTIMUM HEALTH ACUPUNCTURE,(754) 263-7870,http://optimumhealthacupuncture.com,Filed,08/14/2020,08/14/2030,https://floridaucc.com/search?text=OPTIMUM%20HEALTH%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ACUPUNCTURE INC,(786) 320-5755,http://acupunctureandinfertility.net,Lapsed,06/27/2020,06/27/2025,https://floridaucc.com/search?text=ACUPUNCTURE%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ACUPUNCTURE CENTER FOR WELLNESS,(305) 940-7763,http://www.acupuncturemiami.com,Lapsed,08/01/2020,08/01/2025,https://floridaucc.com/search?text=ACUPUNCTURE%20CENTER%20FOR%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
AMERICAN CHIROPRACTIC CENTER,(954) 974-3456,http://americanchiropracticcenter.localsearch.com,Lapsed,05/23/1997,05/23/2002,https://floridaucc.com/search?text=AMERICAN%20CHIROPRACTIC%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
VU NGUYEN,(954) 239-3628,N/A,Lapsed,02/19/1997,02/19/2002,https://floridaucc.com/search?text=VU%20NGUYEN&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
TAO HOUSE,(954) 454-5559,http://www.tao-house.com,Filed,09/18/2024,09/18/2029,https://floridaucc.com/search?text=TAO%20HOUSE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
EASTERN ACUPUNCTURE AND WELLNESS,(954) 400-5504,http://e-acuwell.com,Filed,12/11/2025,12/11/2030,https://floridaucc.com/search?text=EASTERN%20ACUPUNCTURE%20AND%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
"ACUHEALTH, LLC",(305) 336-3370,http://acuhealthllc.localsearch.com,Lapsed,09/28/2020,09/28/2025,https://floridaucc.com/search?text=ACUHEALTH%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
WASSERMAN CHIROPRACTIC INC,(954) 755-1980,http://www.wassermanchiropractic.com,Filed,06/29/2023,06/29/2028,https://floridaucc.com/search?text=WASSERMAN%20CHIROPRACTIC%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
"MARGATE PAIN TREATMENT CENTER, INC.",(954) 957-7463,https://www.ridpainsf.com,Lapsed,10/08/2008,10/08/2018,https://floridaucc.com/search?text=MARGATE%20PAIN%20TREATMENT%20CENTER%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
NECK AND BACK PAIN RELIEF,(954) 915-7399,https://www.drbrianedwards.com,Filed,08/21/2023,08/21/2028,https://floridaucc.com/search?text=NECK%20AND%20BACK%20PAIN%20RELIEF&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
TREATMENT CENTER,(954) 324-7301,http://treatmentcenter462395488.localsearch.com,Filed,07/10/2023,07/10/2028,https://floridaucc.com/search?text=TREATMENT%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
HALLANDALE HEALTH SPA,(954) 456-1440,http://hallandalehealthspafl.localsearch.com,Filed,09/05/2020,09/05/2030,https://floridaucc.com/search?text=HALLANDALE%20HEALTH%20SPA&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
TROPICAL CHIROPRACTIC GROUP,(954) 917-4343,http://www.tropicalchiropractic.com,Lapsed,05/27/2004,05/27/2009,https://floridaucc.com/search?text=TROPICAL%20CHIROPRACTIC%20GROUP&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
SOUTHEAST FLORIDA UROLOGY,(954) 392-6606,http://www.robertshermanmd.com,Filed,03/26/2024,03/26/2029,https://floridaucc.com/search?text=SOUTHEAST%20FLORIDA%20UROLOGY&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
"MARGATE PAIN TREATMENT CENTER, INC.",(954) 957-7463,https://www.ridpainsf.com,Lapsed,10/08/2008,10/08/2018,https://floridaucc.com/search?text=MARGATE%20PAIN%20TREATMENT%20CENTER%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
MAAN CHIROPRACTIC,(954) 225-4007,https://www.doctormaan.com,Filed,05/31/2023,05/31/2028,https://floridaucc.com/search?text=MAAN%20CHIROPRACTIC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ACUMED USA,(954) 239-3628,http://acumedusa.com,Filed,08/02/2020,08/02/2030,https://floridaucc.com/search?text=ACUMED%20USA&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
HOLISTIC HEALTH CARE MIAMI,(305) 949-9828,https://www.holistichealthcaremiami.com,Lapsed,03/31/2017,03/31/2022,https://floridaucc.com/search?text=HOLISTIC%20HEALTH%20CARE%20MIAMI&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
PERFECT OHM,(305) 650-1195,http://www.perfectohm.com,Filed,12/23/2020,12/23/2030,https://floridaucc.com/search?text=PERFECT%20OHM&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
NECK AND BACK PAIN RELIEF,(954) 915-7399,https://www.drbrianedwards.com,Filed,08/21/2023,08/21/2028,https://floridaucc.com/search?text=NECK%20AND%20BACK%20PAIN%20RELIEF&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
SAWGRASS CHIROPRACTIC,(954) 752-2950,http://wassermanchiropractic.com,Lapsed,08/27/2009,08/27/2014,https://floridaucc.com/search?text=SAWGRASS%20CHIROPRACTIC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ALTERNATIVE MEDICAL CENTER,(954) 458-4020,http://flchinesemedicine.com,Filed,06/27/2020,06/27/2030,https://floridaucc.com/search?text=ALTERNATIVE%20MEDICAL%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
TREATMENT CENTER,(954) 324-7301,http://treatmentcenter462395488.localsearch.com,Filed,07/10/2023,07/10/2028,https://floridaucc.com/search?text=TREATMENT%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
STIRLING SPINAL,(954) 392-7700,http://stirlingspine.com,Lapsed,12/20/2019,12/20/2024,https://floridaucc.com/search?text=STIRLING%20SPINAL&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
HALLANDALE HEALTH SPA,(954) 456-1440,http://hallandalehealthspafl.localsearch.com,Filed,09/05/2020,09/05/2030,https://floridaucc.com/search?text=HALLANDALE%20HEALTH%20SPA&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
SHORELINE FLOORING SUPPLIES,(305) 887-2233,http://www.flooringsupplies.com,Lapsed,05/19/2014,05/19/2019,https://floridaucc.com/search?text=SHORELINE%20FLOORING%20SUPPLIES&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
MAPEI CORPORATION,(954) 485-8637,http://mapei.com,Lapsed,03/29/2001,03/29/2006,https://floridaucc.com/search?text=MAPEI%20CORPORATION&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
ROMSTEL ROMSTEL,(954) 561-8181,http://romstelromstelfl.localsearch.com,Lapsed,06/18/1999,06/18/2009,https://floridaucc.com/search?text=ROMSTEL%20ROMSTEL&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
SPRAYMATION INC,(954) 484-9700,http://spraymation.com,Filed,01/09/2026,01/09/2031,https://floridaucc.com/search?text=SPRAYMATION%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
ADHESIVES TECHNOLOGY,(954) 782-2221,http://atc.ws,Lapsed,06/01/2006,06/01/2011,https://floridaucc.com/search?text=ADHESIVES%20TECHNOLOGY&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
APPLIED INDUSTRIAL TECHNOLOGIES,(216) 426-4688,http://www.applied.com,Lapsed,02/04/2008,02/04/2013,https://floridaucc.com/search?text=APPLIED%20INDUSTRIAL%20TECHNOLOGIES&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
ACQUINITY INTERACTIVE,(561) 372-9147,N/A,Lapsed,10/03/2012,10/03/2017,https://floridaucc.com/search?text=ACQUINITY%20INTERACTIVE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
MAPEI CORP,(954) 246-8622,http://www.mapei.com,Lapsed,07/12/2018,07/12/2023,https://floridaucc.com/search?text=MAPEI%20CORP&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
CUREUV,(561) 243-8442,http://www.cureuv.com,Lapsed,02/07/2011,02/07/2021,https://floridaucc.com/search?text=CUREUV&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
SUNDEK OF MIAMI,(305) 592-6111,https://www.sundek.com,Lapsed,10/22/2002,10/22/2007,https://floridaucc.com/search?text=SUNDEK%20OF%20MIAMI&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
ADHESIVE TAPE PRODUCTS INC,(305) 887-8881,http://adhesivetape.com/contact-us,Lapsed,05/20/1996,05/20/2016,https://floridaucc.com/search?text=ADHESIVE%20TAPE%20PRODUCTS%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
GARD DISTRIBUTING CO,(305) 592-6920,https://www.garddistributing.com/contact,Lapsed,11/08/2002,11/08/2012,https://floridaucc.com/search?text=GARD%20DISTRIBUTING%20CO&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
UNIVERSE TECH INC,(305) 477-4742,http://www.universecompany.com,Filed,03/14/2022,03/14/2027,https://floridaucc.com/search?text=UNIVERSE%20TECH%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
BROWARD ADULT DAY CARE CENTER,(954) 791-1611,http://www.browardseniorcenter.com,Lapsed,07/10/2020,07/10/2025,https://floridaucc.com/search?text=BROWARD%20ADULT%20DAY%20CARE%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
LITTLE DOLPHINS DAYCARE,(786) 320-6494,N/A,Filed,07/16/2020,07/16/2030,https://floridaucc.com/search?text=LITTLE%20DOLPHINS%20DAYCARE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
THE GARDEN OF HEALTH,(954) 958-9757,https://www.thegardenofhealthinc.com,Filed,09/17/2020,09/17/2030,https://floridaucc.com/search?text=THE%20GARDEN%20OF%20HEALTH&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
AMAZING AGE ADULT DAY STAY,(954) 970-9185,http://www.amazing-age.com,Lapsed,10/22/2013,10/22/2018,https://floridaucc.com/search?text=AMAZING%20AGE%20ADULT%20DAY%20STAY&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
ARC BROWARD,(954) 746-9400,http://www.arcbroward.com,Lapsed,08/20/2019,08/20/2024,https://floridaucc.com/search?text=ARC%20BROWARD&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
PATHWAYS ACADEMY OF PEMBROKE PINES,(954) 677-3205,http://yellowpages.com/lauderhill-fl/mip/faith-care-center-524845682,Filed,01/27/2026,01/27/2031,https://floridaucc.com/search?text=PATHWAYS%20ACADEMY%20OF%20PEMBROKE%20PINES&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
COOLIDGE PALMS ASSISTED LIVING RESORT,(954) 266-4015,http://www.timelesslifecare.com,Lapsed,08/16/2011,08/16/2016,https://floridaucc.com/search?text=COOLIDGE%20PALMS%20ASSISTED%20LIVING%20RESORT&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
HENDERSON MENTAL HEALTH CENTER,(954) 731-2835,http://www.hendersonbh.org,Lapsed,06/17/1999,06/17/2014,https://floridaucc.com/search?text=HENDERSON%20MENTAL%20HEALTH%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
