"ACUHEALTH, LLC",(305) 336-3370,http://acuhealthllc.localsearch.com,Lapsed,09/28/2020,09/28/2025,https://floridaucc.com/search?text=ACUHEALTH%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
NATURAL SOLUTIONS CHIROPRACTIC,(954) 217-0234,https://nschiropractic.com/contact.html,Lapsed,07/06/2011,07/06/2016,https://floridaucc.com/search?text=NATURAL%20SOLUTIONS%20CHIROPRACTIC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
EASTERN ACUPUNCTURE AND WELLNESS,(954) 400-5504,http://e-acuwell.com,Filed,12/11/2025,12/11/2030,https://floridaucc.com/search?text=EASTERN%20ACUPUNCTURE%20AND%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ADVANCED ACUPUNCTURE,(954) 987-6988,https://www.advancedalternativecare.com,Lapsed,03/12/2018,03/12/2023,https://floridaucc.com/search?text=ADVANCED%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
GRAND MANTIS ACUPUNCTURE,(954) 929-9939,http://grandmantisacupuncture.com,Filed,07/10/2020,07/10/2030,https://floridaucc.com/search?text=GRAND%20MANTIS%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
OPTIMUM HEALTH ACUPUNCTURE,(754) 263-7870,http://optimumhealthacupuncture.com,Filed,08/14/2020,08/14/2030,https://floridaucc.com/search?text=OPTIMUM%20HEALTH%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
FLORIDA COMPLETE WELLNESS,(954) 241-0271,http://floridacompletewellness453203019.localsearch.com,Filed,12/06/2022,12/06/2027,https://floridaucc.com/search?text=FLORIDA%20COMPLETE%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
GARGANO THERAPEUTICS,(954) 962-7727,http://garganotherapeuticsfl.localsearch.com,Lapsed,05/08/2013,05/08/2023,https://floridaucc.com/search?text=GARGANO%20THERAPEUTICS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
TAO HOUSE,(954) 454-5559,http://www.tao-house.com,Filed,09/18/2024,09/18/2029,https://floridaucc.com/search?text=TAO%20HOUSE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
PALM HOLISTIC HEALTHCARE CENTER,(305) 919-7877,http://palmholistichealthcarecenter.localsearch.com,Lapsed,07/07/2014,07/07/2024,https://floridaucc.com/search?text=PALM%20HOLISTIC%20HEALTHCARE%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
BROWARD FAMILY ACUPUNCTURE,(754) 777-0015,https://www.calmacarebyyohi.com,Lapsed,09/11/2020,09/11/2025,https://floridaucc.com/search?text=BROWARD%20FAMILY%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
TEVA WELLNESS INC,(954) 391-8521,https://www.tevawellness.com,Filed,06/09/2020,06/09/2030,https://floridaucc.com/search?text=TEVA%20WELLNESS%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ACUPUNCTURE CENTER FOR WELLNESS,(305) 940-7763,http://www.acupuncturemiami.com,Lapsed,08/01/2020,08/01/2025,https://floridaucc.com/search?text=ACUPUNCTURE%20CENTER%20FOR%20WELLNESS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
MY LONG LIFE ACUPUNCTURE,(305) 891-2888,https://longlifeacu.com/contact,Filed,12/01/2025,12/01/2030,https://floridaucc.com/search?text=MY%20LONG%20LIFE%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ACUPUNCTURE INC,(786) 320-5755,http://acupunctureandinfertility.net,Lapsed,06/27/2020,06/27/2025,https://floridaucc.com/search?text=ACUPUNCTURE%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
QUANTUM THERAPEUTICS,(305) 891-4114,http://quantumti.com,Filed,09/04/2021,09/04/2026,https://floridaucc.com/search?text=QUANTUM%20THERAPEUTICS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
MIA ACUPUNCTURE,(305) 209-2606,https://www.miaacupuncture.com,Filed,09/30/2025,09/30/2030,https://floridaucc.com/search?text=MIA%20ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
"HIGHPOINT HEALING AND WELLNESS, INC.",(954) 390-0411,http://www.acupuncturefortlauderdale.com,Lapsed,03/04/2020,03/04/2025,https://floridaucc.com/search?text=HIGHPOINT%20HEALING%20AND%20WELLNESS%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
WHITE CRANE HEALING ARTS CENTER INC,(954) 366-4117,http://whitecranehealingartscenterinc.localsearch.com,Lapsed,03/02/1999,03/02/2004,https://floridaucc.com/search?text=WHITE%20CRANE%20HEALING%20ARTS%20CENTER%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ASIAN ARTS OF BALANCE,(954) 366-4797,http://acupunctureray.com,Filed,08/02/2020,08/02/2030,https://floridaucc.com/search?text=ASIAN%20ARTS%20OF%20BALANCE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
HOLISTIC CARE,(786) 216-7894,https://www.holisticcaresolutions.com/contact,Filed,08/16/2022,08/16/2027,https://floridaucc.com/search?text=HOLISTIC%20CARE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ALTERNATIVE MEDICAL CENTER,(954) 718-6023,http://yellowpages.com/tamarac-fl/mip/university-hospital-fax-lines-503147162,Filed,06/27/2020,06/27/2030,https://floridaucc.com/search?text=ALTERNATIVE%20MEDICAL%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
"GALIPO, JANET",(305) 538-8998,http://www.janetgalipo.com,Lapsed,02/19/1993,02/19/1998,https://floridaucc.com/search?text=GALIPO%2C%20JANET&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
GLOBAL TCM,(954) 647-5531,http://globaltcm.localsearch.com,Filed,06/18/2020,06/18/2030,https://floridaucc.com/search?text=GLOBAL%20TCM&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
ACUPUNCTURE,(954) 424-9755,http://www.acupunctureanswers.com,Filed,01/09/2023,01/09/2028,https://floridaucc.com/search?text=ACUPUNCTURE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
NATURAL MEDICINE,(954) 525-4878,http://naturalmedicine.localsearch.com,Lapsed,04/11/2013,04/11/2018,https://floridaucc.com/search?text=NATURAL%20MEDICINE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
FIVE ELEMENT WELLNESS CENTER,(954) 657-8342,http://www.5elementwellnesscenter.com,Filed,02/10/2021,02/10/2031,https://floridaucc.com/search?text=FIVE%20ELEMENT%20WELLNESS%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Acupuncturists
SHORELINE FLOORING SUPPLIES,(305) 887-2233,http://www.flooringsupplies.com,Lapsed,05/19/2014,05/19/2019,https://floridaucc.com/search?text=SHORELINE%20FLOORING%20SUPPLIES&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
ADHESIVE TAPE PRODUCTS INC,(305) 887-8881,http://adhesivetape.com/contact-us,Lapsed,05/20/1996,05/20/2016,https://floridaucc.com/search?text=ADHESIVE%20TAPE%20PRODUCTS%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
SUNDEK OF MIAMI,(305) 592-6111,https://www.sundek.com,Lapsed,10/22/2002,10/22/2007,https://floridaucc.com/search?text=SUNDEK%20OF%20MIAMI&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
GARD DISTRIBUTING CO,(305) 592-6920,https://www.garddistributing.com/contact,Lapsed,11/08/2002,11/08/2012,https://floridaucc.com/search?text=GARD%20DISTRIBUTING%20CO&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
UNIVERSE TECH INC,(305) 477-4742,http://www.universecompany.com,Filed,03/14/2022,03/14/2027,https://floridaucc.com/search?text=UNIVERSE%20TECH%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
MAPEI CORPORATION,(954) 485-8637,http://mapei.com,Lapsed,03/29/2001,03/29/2006,https://floridaucc.com/search?text=MAPEI%20CORPORATION&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
SPRAYMATION INC,(954) 484-9700,http://spraymation.com,Filed,01/09/2026,01/09/2031,https://floridaucc.com/search?text=SPRAYMATION%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
ROMSTEL ROMSTEL,(954) 561-8181,http://romstelromstelfl.localsearch.com,Lapsed,06/18/1999,06/18/2009,https://floridaucc.com/search?text=ROMSTEL%20ROMSTEL&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
APPLIED INDUSTRIAL TECHNOLOGIES,(216) 426-4688,http://www.applied.com,Lapsed,02/04/2008,02/04/2013,https://floridaucc.com/search?text=APPLIED%20INDUSTRIAL%20TECHNOLOGIES&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
ADHESIVES TECHNOLOGY,(954) 782-2221,http://atc.ws,Lapsed,06/01/2006,06/01/2011,https://floridaucc.com/search?text=ADHESIVES%20TECHNOLOGY&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
ACQUINITY INTERACTIVE,(561) 372-9147,N/A,Lapsed,10/03/2012,10/03/2017,https://floridaucc.com/search?text=ACQUINITY%20INTERACTIVE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
MAPEI CORP,(954) 246-8622,http://www.mapei.com,Lapsed,07/12/2018,07/12/2023,https://floridaucc.com/search?text=MAPEI%20CORP&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
CUREUV,(561) 243-8442,http://www.cureuv.com,Lapsed,02/07/2011,02/07/2021,https://floridaucc.com/search?text=CUREUV&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
ALLIED TAPE PRODUCTS,(561) 848-0999,http://alliedtapeproducts.localsearch.com,Filed,11/24/2025,11/24/2030,https://floridaucc.com/search?text=ALLIED%20TAPE%20PRODUCTS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adhesive Manufacturing
ANGEL HOUSE ASSISTED LIVING,(954) 476-5085,http://angelhouseseniors.org,Filed,01/19/2021,01/19/2031,https://floridaucc.com/search?text=ANGEL%20HOUSE%20ASSISTED%20LIVING&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
GLORY HOUSE USA INC,(954) 437-6977,N/A,Filed,06/21/2020,06/21/2030,https://floridaucc.com/search?text=GLORY%20HOUSE%20USA%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
LITTLE DOLPHINS DAYCARE,(786) 320-6494,N/A,Filed,07/16/2020,07/16/2030,https://floridaucc.com/search?text=LITTLE%20DOLPHINS%20DAYCARE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
XCLUSIVE SENIOR DAY CARE CENTER,(305) 820-0805,http://www.xclusiveseniorcenter.com,Filed,03/19/2024,03/19/2029,https://floridaucc.com/search?text=XCLUSIVE%20SENIOR%20DAY%20CARE%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
GLORY HOUSE USA INC,(954) 985-9600,http://waiverweb.com/glory_house.html,Filed,06/21/2020,06/21/2030,https://floridaucc.com/search?text=GLORY%20HOUSE%20USA%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
MAGIK ADULT DAYCARE CENTER,(305) 625-6237,http://www.magikadultdaycare.com,Lapsed,07/05/2019,07/05/2024,https://floridaucc.com/search?text=MAGIK%20ADULT%20DAYCARE%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
MIAMI HORIZON ADULT DAY CARE,(786) 534-2461,N/A,Filed,07/26/2020,07/26/2030,https://floridaucc.com/search?text=MIAMI%20HORIZON%20ADULT%20DAY%20CARE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
SEMINOLE TRIBE OF FLORIDA,(954) 965-2937,http://www.semtribe.com,Lapsed,07/01/1998,07/01/2003,https://floridaucc.com/search?text=SEMINOLE%20TRIBE%20OF%20FLORIDA&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
CRESCENT ADULT DAY CARE,(305) 456-1157,http://crescentadc.com,Filed,11/28/2022,11/28/2027,https://floridaucc.com/search?text=CRESCENT%20ADULT%20DAY%20CARE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
ANGELS ADULT DAY CARE INC,(786) 343-7772,https://myadultdaycare.com/details/ANGELS-ADULT-DAY-CARE-II,Filed,12/18/2020,12/18/2030,https://floridaucc.com/search?text=ANGELS%20ADULT%20DAY%20CARE%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
MULTICULTURAL CARE CENTERS,(305) 454-9214,N/A,Lapsed,02/04/2020,02/04/2025,https://floridaucc.com/search?text=MULTICULTURAL%20CARE%20CENTERS&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
SENIORS GARDEN ADULT DAYCARE,(786) 718-3546,N/A,Filed,09/18/2021,09/18/2026,https://floridaucc.com/search?text=SENIORS%20GARDEN%20ADULT%20DAYCARE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
GROWING TREE,(305) 403-2629,http://growingtree10909167.localsearch.com,Lapsed,04/21/2020,04/21/2025,https://floridaucc.com/search?text=GROWING%20TREE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
PROFESSIONAL ADULT DAY CARE,(305) 557-1221,http://professionaladultdaycare.localsearch.com,Filed,06/29/2020,06/29/2030,https://floridaucc.com/search?text=PROFESSIONAL%20ADULT%20DAY%20CARE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
DOUBLE NINE SENIORS CLUB,(305) 825-4459,http://www.doublenineseniorsclub.com,Filed,06/27/2020,06/27/2030,https://floridaucc.com/search?text=DOUBLE%20NINE%20SENIORS%20CLUB&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
COOLIDGE PALMS ASSISTED LIVING RESORT,(954) 266-4015,http://www.timelesslifecare.com,Lapsed,08/16/2011,08/16/2016,https://floridaucc.com/search?text=COOLIDGE%20PALMS%20ASSISTED%20LIVING%20RESORT&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
THE GARDEN OF EDEN 2015,(786) 636-6932,http://gardenofedenadc.com,Filed,06/29/2020,06/29/2030,https://floridaucc.com/search?text=THE%20GARDEN%20OF%20EDEN%202015&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
HAPPY TIMES ADULT DAY CARE CENTER CORP,(305) 805-1040,http://happytimesadultdaycare.com,Lapsed,06/29/2020,06/29/2025,https://floridaucc.com/search?text=HAPPY%20TIMES%20ADULT%20DAY%20CARE%20CENTER%20CORP&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
BROWARD ADULT DAY CARE CENTER,(954) 791-1611,http://www.browardseniorcenter.com,Lapsed,07/10/2020,07/10/2025,https://floridaucc.com/search?text=BROWARD%20ADULT%20DAY%20CARE%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
HORA FELIZ ADULT DAY CARE INC,(786) 387-3998,N/A,Filed,07/02/2024,07/02/2029,https://floridaucc.com/search?text=HORA%20FELIZ%20ADULT%20DAY%20CARE%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
ARC BROWARD,(954) 746-9400,http://www.arcbroward.com,Lapsed,08/20/2019,08/20/2024,https://floridaucc.com/search?text=ARC%20BROWARD&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
AMAZING AGE ADULT DAY STAY,(954) 970-9185,http://www.amazing-age.com,Lapsed,10/22/2013,10/22/2018,https://floridaucc.com/search?text=AMAZING%20AGE%20ADULT%20DAY%20STAY&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
HEBREW LEARNING CENTER,(786) 246-9728,N/A,Lapsed,12/22/2019,12/22/2024,https://floridaucc.com/search?text=HEBREW%20LEARNING%20CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
IMPERIAL CLUB,(305) 424-8782,http://www.imperialclub.com,Filed,10/25/2024,10/25/2029,https://floridaucc.com/search?text=IMPERIAL%20CLUB&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
HELPING HEARTS ADULT DAY CARE INC,(305) 887-1222,http://helpingheartsadc.com,Lapsed,11/17/2017,11/17/2022,https://floridaucc.com/search?text=HELPING%20HEARTS%20ADULT%20DAY%20CARE%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
AMAZING LEARNING ACADEMY INC,(305) 893-3400,http://amazinglearningacademy.com,Filed,05/27/2020,05/27/2030,https://floridaucc.com/search?text=AMAZING%20LEARNING%20ACADEMY%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
GOLDEN SMILE ADULT DAY CARE,(754) 703-5684,http://gsadultdaycare.com,Filed,12/01/2025,12/01/2030,https://floridaucc.com/search?text=GOLDEN%20SMILE%20ADULT%20DAY%20CARE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Adult Day Services Centers
