"AMERICAN SUGAR REFINING, INC.",P18107,Active,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=AMERICANSUGARREFINING%20P181074&aggregateId=forp-p18107-cbcceded-4b8d-4b41-854f-6a7c39efad9a&searchTerm=33401&listNameOrder=AMERICANSENIORLIVING%20P980000414090,Link,Foreign Profit Corporation,"AMERICAN SUGAR REFINING, INC.",P18107,13-3366163,02/23/1988,,DE,ACTIVE,"1 North Clematis Street
Suite 200
West Palm Beach, FL 33401",,"ONE NORTH CLEMATIS ST.
SUITE 200
WEST PALM BEACH, FL 33401",04/02/2002,"Corporate Creations Network, Inc.","801 US Highway 1
North Palm Beach, FL 33408",04/30/2021,,"Director, VP, General Counsel &amp; Secretary","TABERNILLA, ARMANDO A 1 North Clematis Street Suite 200 West Palm Beach, FL 33401",Vice President and Chief Procurement Officer,"RYAN, IV, ALLAN A 1 North Clematis Street Suite 200 West Palm Beach, FL 33401","Director, Chairman of the Board &amp; President","Fernandez, Luis J 1 North Clematis Street Suite 200 West Palm Beach, FL 33401",2025,04/08/2025,2024,04/18/2024,2023,04/04/2023,"[{""Title"":""Director, VP, General Counsel &amp; Secretary"",""NameAddress"":""TABERNILLA, ARMANDO A 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""Vice President and Chief Procurement Officer"",""NameAddress"":""RYAN, IV, ALLAN A 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""Director, Chairman of the Board &amp; President"",""NameAddress"":""Fernandez, Luis J 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""Director"",""NameAddress"":""Fanjul, Jose F, Jr. 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP, Trading"",""NameAddress"":""Olson, Mark 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP &amp; Chief Accounting Officer"",""NameAddress"":""Maitner, Gregory A 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP, Treasurer"",""NameAddress"":""Harkins, Laura G. 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""Senior VP &amp; COO"",""NameAddress"":""Romain, Douglas 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""Assistant Treasurer"",""NameAddress"":""Nizza, Phillip G 1 Federal Street Yonkers, NY 10705""},{""Title"":""Senior Vice President, CFO"",""NameAddress"":""Buenaventura, Gabriel 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP, Chief Risk Officer"",""NameAddress"":""Johnson, David 1 Federal Street Yonkers, NY 10705""},{""Title"":""SVP"",""NameAddress"":""Sproull, Robert 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP"",""NameAddress"":""Swenson, Corey 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP, Procurement"",""NameAddress"":""Mattessich, John 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP &amp; Chief Information Officer"",""NameAddress"":""Grayling, Kevin 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP, Human Resources"",""NameAddress"":""Perez, Jose A. 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP"",""NameAddress"":""Moore, Jason 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP, Marketing"",""NameAddress"":""Summers, Paula ONE NORTH CLEMATIS ST. SUITE 200 WEST PALM BEACH, FL 33401""},{""Title"":""Chief Technology Officer"",""NameAddress"":""Vanderpool, Christine ONE NORTH CLEMATIS ST. SUITE 200 WEST PALM BEACH, FL 33401""},{""Title"":""Chief Science and Innovation Officer"",""NameAddress"":""Dyer, Richard Innovation Center 3998 FAU Boulevard Suite 110 Boca Raton, FL 33431""},{""Title"":""Assistant Secretary"",""NameAddress"":""Vinajeras, Maggie C 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP"",""NameAddress"":""DeAngelo, Kelly 1100 Key Highway East Baltimore MA, MD 21230""},{""Title"":""VP"",""NameAddress"":""Prieto, Jose M. 1 Federal Street Yonkers, NY 10705""},{""Title"":""VP"",""NameAddress"":""Shue, Matthew 1 Federal Street Yonkers, NY 10705""},{""Title"":""Assistant Secretary"",""NameAddress"":""Sadler, Benjamin 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""Senior Vice President"",""NameAddress"":""Yezak, Jennifer M. 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP"",""NameAddress"":""Totten, Troy 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP"",""NameAddress"":""O&#39;Brien, John 1 Federal Street Yonkers, NY 10705""},{""Title"":""Assistant Vice President, Tax"",""NameAddress"":""Jacobs, Nick 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""Assistant Vice President, Tax"",""NameAddress"":""Rice, Brian D. 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""Director"",""NameAddress"":""Londono, Alejandro 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""Chief Sustainability Officer"",""NameAddress"":""Jha, Mukesh K. 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP"",""NameAddress"":""Ryan, Cyril 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP"",""NameAddress"":""Tahal, Terry 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""},{""Title"":""VP"",""NameAddress"":""Selz, Robert 1 North Clematis Street Suite 200 West Palm Beach, FL 33401""}]","[{""Report Year"":""2025"",""Filed Date"":""04/08/2025""},{""Report Year"":""2024"",""Filed Date"":""04/18/2024""},{""Report Year"":""2023"",""Filed Date"":""04/04/2023""}]",,,"https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=AMERICAN SUGAR REFINING, INC.",Link,202202371654,Filed,07/21/2022,07/21/2027,08/20/2025,202202371654,0,0,,1,"AMERICAN SUGAR REFINING, INC.
1 N CLEMATIS ST 
WEST PALM BEACH, FL 33401",[],2,320076,,https://floridaucc.com/search?text=AMERICAN%20SUGAR%20REFINING%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
AMERICAN TREATMENT HOLDINGS INC,P19000066327,Active,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=AMERICANTREATMENTHOLDINGS%20P190000663270&aggregateId=domp-p19000066327-63198a99-675d-469d-b176-58569b693687&searchTerm=33401&listNameOrder=AMERICANSENIORLIVING%20P980000414090,Link,Florida Profit Corporation,AMERICAN TREATMENT HOLDINGS INC,P19000066327,84-2837720,08/19/2019,08/15/2019,FL,ACTIVE,"950 Evernia Street
100
West Palm Beach, FL 33401",,"950 Evernia Street
100
West Palm Beach, FL 33401",04/06/2022,Ethema Health Corporation,"950 Evernia Street
100
West Palm Beach, FL 33401",04/06/2022,,Other,"Ethema Health Corporation 950 Evernia Street 100 West Palm Beach, FL 33401",,,,,2025,03/28/2025,2024,02/21/2024,2023,03/09/2023,"[{""Title"":""Other"",""NameAddress"":""Ethema Health Corporation 950 Evernia Street 100 West Palm Beach, FL 33401""}]","[{""Report Year"":""2025"",""Filed Date"":""03/28/2025""},{""Report Year"":""2024"",""Filed Date"":""02/21/2024""},{""Report Year"":""2023"",""Filed Date"":""03/09/2023""}]",,,https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=AMERICAN TREATMENT HOLDINGS INC,Link,202302519359,Filed,09/14/2023,09/14/2028,08/20/2025,202302519359,0,0,,1,"AMERICAN TREATMENT HOLDINGS INC
950 EVERNIA STREET 100
WEST PALM BEACH, FL 33401",[],1,321622,,https://floridaucc.com/search?text=AMERICAN%20TREATMENT%20HOLDINGS%20INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
AMOR LLC,L19000069459,INACT,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=AMOR%20L190000694591&aggregateId=flal-l19000069459-0175a8c7-8b09-4c7b-b053-59416f9fd4d2&searchTerm=33401&listNameOrder=AMOR%20L190000694591,Link,Florida Limited Liability Company,AMOR LLC,L19000069459,35-2662664,03/12/2019,,FL,INACTIVE,"1513 Florida Ave
Apt 6
WEST PALM BEACH, FL 33401",,"1513 Florida Ave
Apt 6
WEST PALM BEACH, FL 33401",03/16/2022,"POGGI DE MENDONCA, ARTHUR FELIPE","1513 Florida Ave
Apt 6
WEST PALM BEACH, FL 33401",06/12/2020,,AMBR,"POGGI DE MENDONCA, ARTHUR FELIPE 1513 Florida Ave Apt 6 WEST PALM BEACH, FL 33401",AMBR,"TALLMAN, MARGARET 1513 Florida Ave Apt 6 WEST PALM BEACH, FL 33401",,,2023,01/06/2023,2022,03/16/2022,2021,03/16/2021,"[{""Title"":""AMBR"",""NameAddress"":""POGGI DE MENDONCA, ARTHUR FELIPE 1513 Florida Ave Apt 6 WEST PALM BEACH, FL 33401""},{""Title"":""AMBR"",""NameAddress"":""TALLMAN, MARGARET 1513 Florida Ave Apt 6 WEST PALM BEACH, FL 33401""}]","[{""Report Year"":""2023"",""Filed Date"":""01/06/2023""},{""Report Year"":""2022"",""Filed Date"":""03/16/2022""},{""Report Year"":""2021"",""Filed Date"":""03/16/2021""}]",,,https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=AMOR LLC,Link,201608629870,Lapsed,08/31/2016,08/31/2021,08/20/2025,201608629870,1,0,,1,"AMOR PRUDENTIA LLC
2637 EAST ATLANTIC BOULEVARD, SUITE 17915
POMPANO BEACH, FL 33062",[],5,330916,,https://floridaucc.com/search?text=AMOR%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
ANACAONA XPRESS LLC,L18000175819,Active,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=ANACAONAXPRESS%20L180001758190&aggregateId=flal-l18000175819-612b0f8f-62d7-4f8b-bca9-37c05d8d2bc7&searchTerm=33401&listNameOrder=AMYKRASKERPUBLICRELATIONS%20L110000483140,Link,Florida Limited Liability Company,ANACAONA XPRESS LLC,L18000175819,N/A,07/23/2018,07/18/2018,FL,ACTIVE,"409 EXECUTIVE DR
201
WEST PALM BEACH, FL 33401",,"409 EXECUTIVE DR
201
WEST PALM BEACH, FL 33401",,"JOVAIN, YVES","409 EXECUTIVE CENTER DR
201
WEST PALM BEACH, FL 33401",06/01/2020,,President,"jovain, yves 409 EXECUTIVE DR 201 WEST PALM BEACH, FL 33401",,,,,2024,02/15/2024,2023,02/15/2024,2022,02/15/2024,"[{""Title"":""President"",""NameAddress"":""jovain, yves 409 EXECUTIVE DR 201 WEST PALM BEACH, FL 33401""}]","[{""Report Year"":""2024"",""Filed Date"":""02/15/2024""},{""Report Year"":""2023"",""Filed Date"":""02/15/2024""},{""Report Year"":""2022"",""Filed Date"":""02/15/2024""}]",,,https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=ANACAONA XPRESS LLC,Link,20250179929X,Filed,06/05/2025,06/05/2030,08/20/2025,20250179929X,0,0,,1,"ANACAONA XPRESS LLC
409 EXECUTIVE CENTER DR APT 201
WEST PALM BEACH, FL 33401",[],1,335773,,https://floridaucc.com/search?text=ANACAONA%20XPRESS%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"ANAHEIM CA, LLC",L06000104052,INACT,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=ANAHEIMCA%20L060001040520&aggregateId=flal-l06000104052-071a0a0e-d54c-4909-b986-274cf751d9ad&searchTerm=33401&listNameOrder=AMYKRASKERPUBLICRELATIONS%20L110000483140,Link,Florida Limited Liability Company,"ANAHEIM CA, LLC",L06000104052,56-2622606,10/25/2006,,FL,INACTIVE,"1555 PALM BEACH LAKES BLVD.
SUITE 1100
WEST PALM BEACH, FL 33401",,"1555 PALM BEACH LAKES BLVD.
SUITE 1100
WEST PALM BEACH, FL 33401",,"ECCLESTONE, E L","1555 PALM BEACH LAKES BLVD.
SUITE 1100
WEST PALM BEACH, FL 33401",,,Authorized Member,"HOTEL RESORT PROPERTIES, LLLP 1555 PALM BEACH LAKES BLVD, STE 1100 WEST PALM BEACH, FL 33401",,,,,2015,04/27/2015,2014,03/19/2014,2013,03/26/2013,"[{""Title"":""Authorized Member"",""NameAddress"":""HOTEL RESORT PROPERTIES, LLLP 1555 PALM BEACH LAKES BLVD, STE 1100 WEST PALM BEACH, FL 33401""}]","[{""Report Year"":""2015"",""Filed Date"":""04/27/2015""},{""Report Year"":""2014"",""Filed Date"":""03/19/2014""},{""Report Year"":""2013"",""Filed Date"":""03/26/2013""}]",,,"https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=ANAHEIM CA, LLC",Link,20140064169X,Lapsed,01/27/2014,01/27/2019,08/20/2025,20140064169X,1,0,,2,"ANAHEIM CA, LLC
1555 PALM BEACH LAKES BLVD. #1100
WEST PALM BEACH, FL 33401

---

DOUBLETREE HOTEL ANAHEIM/ORANGE
100 THE CITY DRIVE
ORANGE, CA 92868",[],1,335912,,https://floridaucc.com/search?text=ANAHEIM%20CA%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"ANASTACIA, LLC",L22000326240,Active,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=ANASTACIA%20L220003262400&aggregateId=flal-l22000326240-b297ba9a-95a7-4be9-b83b-e8db62d91918&searchTerm=33401&listNameOrder=AMYKRASKERPUBLICRELATIONS%20L110000483140,Link,Florida Limited Liability Company,"ANASTACIA, LLC",L22000326240,88-3376031,07/22/2022,07/17/2022,FL,ACTIVE,"4312 PINEWOOD AVENUE
WEST PALM BEACH, FL 33407",,"1700 EMBASSY DRIVE
804
WEST PALM BEACH, FL 33401",,"MILLER, KEYONA","1700 EMBASSY DRIVE
804
WEST PALM BEACH, FL 33401",,,MGR,"MILLER, KEYONA 1700 EMBASSY DRIVE # 804 WEST PALM BEACH, FL 33401",Officer,"Le Montez , King 952 S Military Trail Ste B WEST PALM BEACH, FL 33401",Manager,"Miller, Alton junior 952 S Military Trail Ste B WEST PALM BEACH, FL 33401",2025,03/29/2025,2024,04/17/2024,2023,04/04/2023,"[{""Title"":""MGR"",""NameAddress"":""MILLER, KEYONA 1700 EMBASSY DRIVE # 804 WEST PALM BEACH, FL 33401""},{""Title"":""Officer"",""NameAddress"":""Le Montez , King 952 S Military Trail Ste B WEST PALM BEACH, FL 33401""},{""Title"":""Manager"",""NameAddress"":""Miller, Alton junior 952 S Military Trail Ste B WEST PALM BEACH, FL 33401""}]","[{""Report Year"":""2025"",""Filed Date"":""03/29/2025""},{""Report Year"":""2024"",""Filed Date"":""04/17/2024""},{""Report Year"":""2023"",""Filed Date"":""04/04/2023""}]",,,"https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=ANASTACIA, LLC",Link,20200250510X,Filed,06/27/2020,06/27/2030,08/20/2025,20200250510X,1,0,,1,"ANASTACIA LEWIS LLC
5117 HOOD RD.
JACKSONVILLE, FL 32257",[],1,336465,,https://floridaucc.com/search?text=ANASTACIA%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"ANAVIA FINANCIAL HOME TRUST, INC.",P10000041059,Active,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=ANAVIAFINANCIALHOMETRUST%20P100000410590&aggregateId=domp-p10000041059-0c57099b-120a-44e2-8e41-cee7781720bf&searchTerm=33401&listNameOrder=ANASTASIAWAY%20L160001142220,Link,Florida Profit Corporation,"ANAVIA FINANCIAL HOME TRUST, INC.",P10000041059,80-0657573,05/12/2010,05/10/2010,FL,ACTIVE,"809 Marina del Ray Lane
# 1
West Palm Beach, FL 33401",,"809 Marina del Ray  Lane
Unit # 1
West Palm Beach, FL 33401",03/19/2019,"DUKELOW, ANA","809 Marina del Ray Lane
# 1
West Palm Beach, FL 33401",,,P,"DUKELOW, ANA 809 Marina del Ray Lane 1 West Palm Beach, FL 33401",,,,,2025,03/21/2025,2024,04/25/2024,2023,04/16/2023,"[{""Title"":""P"",""NameAddress"":""DUKELOW, ANA 809 Marina del Ray Lane 1 West Palm Beach, FL 33401""}]","[{""Report Year"":""2025"",""Filed Date"":""03/21/2025""},{""Report Year"":""2024"",""Filed Date"":""04/25/2024""},{""Report Year"":""2023"",""Filed Date"":""04/16/2023""}]",,,"https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=ANAVIA FINANCIAL HOME TRUST, INC.",Link,202003443973,Filed,07/16/2020,07/16/2030,08/20/2025,202003443973,1,0,,1,"ANAVIA FINANCIAL HOME TRUST INC
809 MARINA DEL RAY #1
WEST PALM BEACH, FL 33401",[],1,336849,,https://floridaucc.com/search?text=ANAVIA%20FINANCIAL%20HOME%20TRUST%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"ANAVIA FINANCIAL HOME TRUST, INC.",P10000041059,Active,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=ANAVIAFINANCIALHOMETRUST%20P100000410590&aggregateId=domp-p10000041059-0c57099b-120a-44e2-8e41-cee7781720bf&searchTerm=33401&listNameOrder=ANASTASIAWAY%20L160001142220,Link,Florida Profit Corporation,"ANAVIA FINANCIAL HOME TRUST, INC.",P10000041059,80-0657573,05/12/2010,05/10/2010,FL,ACTIVE,"809 Marina del Ray Lane
# 1
West Palm Beach, FL 33401",,"809 Marina del Ray  Lane
Unit # 1
West Palm Beach, FL 33401",03/19/2019,"DUKELOW, ANA","809 Marina del Ray Lane
# 1
West Palm Beach, FL 33401",,,P,"DUKELOW, ANA 809 Marina del Ray Lane 1 West Palm Beach, FL 33401",,,,,2025,03/21/2025,2024,04/25/2024,2023,04/16/2023,"[{""Title"":""P"",""NameAddress"":""DUKELOW, ANA 809 Marina del Ray Lane 1 West Palm Beach, FL 33401""}]","[{""Report Year"":""2025"",""Filed Date"":""03/21/2025""},{""Report Year"":""2024"",""Filed Date"":""04/25/2024""},{""Report Year"":""2023"",""Filed Date"":""04/16/2023""}]",,,"https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=ANAVIA FINANCIAL HOME TRUST, INC.",Link,202003443973,Filed,07/16/2020,07/16/2030,08/20/2025,202003443973,1,0,,1,"ANAVIA FINANCIAL HOME TRUST INC
809 MARINA DEL RAY #1
WEST PALM BEACH, FL 33401",[],1,336849,,https://floridaucc.com/search?text=ANAVIA%20FINANCIAL%20HOME%20TRUST%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"ANAVIA FINANCIAL HOME TRUST, INC.",P10000041059,Active,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=ANAVIAFINANCIALHOMETRUST%20P100000410590&aggregateId=domp-p10000041059-0c57099b-120a-44e2-8e41-cee7781720bf&searchTerm=33401&listNameOrder=ANASTASIAWAY%20L160001142220,Link,Florida Profit Corporation,"ANAVIA FINANCIAL HOME TRUST, INC.",P10000041059,80-0657573,05/12/2010,05/10/2010,FL,ACTIVE,"809 Marina del Ray Lane
# 1
West Palm Beach, FL 33401",,"809 Marina del Ray  Lane
Unit # 1
West Palm Beach, FL 33401",03/19/2019,"DUKELOW, ANA","809 Marina del Ray Lane
# 1
West Palm Beach, FL 33401",,,P,"DUKELOW, ANA 809 Marina del Ray Lane 1 West Palm Beach, FL 33401",,,,,2025,03/21/2025,2024,04/25/2024,2023,04/16/2023,"[{""Title"":""P"",""NameAddress"":""DUKELOW, ANA 809 Marina del Ray Lane 1 West Palm Beach, FL 33401""}]","[{""Report Year"":""2025"",""Filed Date"":""03/21/2025""},{""Report Year"":""2024"",""Filed Date"":""04/25/2024""},{""Report Year"":""2023"",""Filed Date"":""04/16/2023""}]",,,"https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=ANAVIA FINANCIAL HOME TRUST, INC.",Link,202003443973,Filed,07/16/2020,07/16/2030,08/20/2025,202003443973,1,0,,1,"ANAVIA FINANCIAL HOME TRUST INC
809 MARINA DEL RAY #1
WEST PALM BEACH, FL 33401",[],1,336849,,https://floridaucc.com/search?text=ANAVIA%20FINANCIAL%20HOME%20TRUST%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"ANDERSON TELECOM, LLC",L02000031678,Active,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=ANDERSONTELECOM%20L020000316781&aggregateId=flal-l02000031678-651c9658-c2ba-4959-a5bd-1b18d18cb87a&searchTerm=33401&listNameOrder=ANDALUCIAAPARTMENTS%20A130000005930,Link,Florida Limited Liability Company,"ANDERSON TELECOM, LLC",L02000031678,35-2189934,11/25/2002,,FL,ACTIVE,"3878 PROSPECT AVE., #21
WEST PALM BEACH, FL 33401",,"3878 PROSPECT AVE., #21
WEST PALM BEACH, FL 33401",03/24/2017,"BURDICK, GEOFFREY C","1110 NORTH OLIVE AVE.
WEST PALM BEACH, FL 33401",,,MGR,"Anderson, James L 3878 Prospect Ave #21 Riviera Beach, FL 33404",,,,,2025,01/06/2025,2024,02/04/2024,2023,02/05/2023,"[{""Title"":""MGR"",""NameAddress"":""Anderson, James L 3878 Prospect Ave #21 Riviera Beach, FL 33404""}]","[{""Report Year"":""2025"",""Filed Date"":""01/06/2025""},{""Report Year"":""2024"",""Filed Date"":""02/04/2024""},{""Report Year"":""2023"",""Filed Date"":""02/05/2023""}]",,,"https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=ANDERSON TELECOM, LLC",Link,20140197627X,Lapsed,08/11/2014,08/11/2019,08/20/2025,20140197627X,0,0,,1,"ANDERSON TELECOM, LLC
1254 OKEECHOBEE ROAD
WEST PALM BEACH, FL 33401",[],2,348416,,https://floridaucc.com/search?text=ANDERSON%20TELECOM%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"ANDON TECHNOLOGIES, LLC",L16000162406,Active,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=ANDONTECHNOLOGIES%20L160001624060&aggregateId=flal-l16000162406-08ca62e4-aa1f-43fc-8e1c-12c6cec7bb15&searchTerm=33401&listNameOrder=ANDALUCIAAPARTMENTS%20A130000005930,Link,Florida Limited Liability Company,"ANDON TECHNOLOGIES, LLC",L16000162406,81-3729020,08/30/2016,08/29/2016,FL,ACTIVE,"516 S. Dixie Hwy
#173
West Palm Beach, FL 33401",,"516 S. Dixie Hwy
#173
West Palm Beach, FL 33401",12/21/2023,"PIETRASZ, JOHN","516 S. Dixie Hwy
#173
West Palm Beach, FL 33401",,,PRES,"PIETRASZ, JOHN 516 S. Dixie Hwy #173 West Palm Beach, FL 33401",,,,,2025,03/31/2025,2024,02/12/2024,2023,04/06/2023,"[{""Title"":""PRES"",""NameAddress"":""PIETRASZ, JOHN 516 S. Dixie Hwy #173 West Palm Beach, FL 33401""}]","[{""Report Year"":""2025"",""Filed Date"":""03/31/2025""},{""Report Year"":""2024"",""Filed Date"":""02/12/2024""},{""Report Year"":""2023"",""Filed Date"":""04/06/2023""}]",,,"https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=ANDON TECHNOLOGIES, LLC",Link,202003474259,Filed,07/17/2020,07/17/2030,08/20/2025,202003474259,1,0,,1,"ANDON TECHNOLOGIES LLC
900 N FEDERAL HIGHWAY #303
HALLANDALE, FL 33009",[],1,350069,,https://floridaucc.com/search?text=ANDON%20TECHNOLOGIES%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"ANDRE J. GOLINO, M.D. AND ASSOCIATES, P.A.",G64064,Active,33401,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=ANDREJGOLINOMDASSOCIATESPA%20G640641&aggregateId=domp-g64064-4ae55743-b23a-42e9-93d2-e3cb71a749c3&searchTerm=33401&listNameOrder=ANDREAINDUSTRIES%20P010000982460,Link,Florida Profit Corporation,"ANDRE J. GOLINO, M.D. AND ASSOCIATES, P.A.",G64064,59-2348880,10/07/1983,,FL,ACTIVE,"1411 N Flagler Dr
4000
WEST PALM BEACH, FL 33401",,"1411 N Flagler Dr
4000
WEST PALM BEACH, FL 33401",01/31/2022,"SOSSI, NUNZIO P, Dr.","1411 N Flagler Dr
4000
WEST PALM BEACH, FL 33401",03/13/2013,,MD,"SOSSI, NUNZIO P, Dr. 2977 Fontana CT Royal Palm Beach, FL 33411",,,,,2024,01/30/2024,2023,02/13/2023,2022,01/31/2022,"[{""Title"":""MD"",""NameAddress"":""SOSSI, NUNZIO P, Dr. 2977 Fontana CT Royal Palm Beach, FL 33411""}]","[{""Report Year"":""2024"",""Filed Date"":""01/30/2024""},{""Report Year"":""2023"",""Filed Date"":""02/13/2023""},{""Report Year"":""2022"",""Filed Date"":""01/31/2022""}]",,,"https://floridaucc.com/search?searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard&text=ANDRE J. GOLINO, M.D. AND ASSOCIATES, P.A.",Link,201401021105,Lapsed,03/28/2014,03/28/2019,08/20/2025,201401021105,0,0,,1,"ANDRE J. GOLINO, M.D. AND ASSOCIATES, P.A.
130 BUTLER STREET
WEST PALM BEACH, FL 33407",[],1,350844,,https://floridaucc.com/search?text=ANDRE%20J.%20GOLINO%2C%20M.D.%20AND%20ASSOCIATES%2C%20P.A.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
